native_frame,t_ms,interval_start_ms,interval_end_ms,flutter_frame,flutter_t_ms,motion_sample,visibility_mismatch,interval_visibility_mismatch,native_0_x,flutter_0_x,native_1_x,flutter_1_x,native_2_x,flutter_2_x,native_3_x,flutter_3_x
61,1712.8485999999994,1685.1115,1734.1441,132,1700.0,True,False,False,,,39.0,42,,,,
62,1752.4596999999994,1715.5106,1782.9671999999996,135,1750.0,True,False,False,,,47.0,47,,,,
63,1795.4271999999996,1764.2929,1820.1199000000001,137,1783.333,True,False,False,,,47.0,51,,,,
64,1859.2872499999994,1801.4699,1910.663,141,1850.0,True,False,False,,,54.0,54,,,,
65,1927.6185499999997,1892.0465,1956.7490000000003,145,1916.667,True,False,False,,,59.0,59,,,,
66,1982.7358999999997,1938.0824000000002,2020.9478000000004,148,1966.667,True,False,False,,,69.0,69,,,,
67,2045.2709499999996,2002.3096,2081.7907,152,2033.333,True,False,False,,,72.0,72,,,,
68,2097.60265,2063.1307,2125.6330000000003,155,2083.333,True,False,False,,,72.0,79,,,,
69,2139.4502999999995,2106.9997000000003,2165.4593,158,2133.333,True,False,False,,,79.0,80,,,,
70,2177.1195,2146.8336,2200.9638,160,2166.667,True,False,False,,,79.0,80,,,,
71,2223.91,2182.323,2259.0553999999997,163,2216.667,True,False,False,,,56.0,45,,,,
72,2281.0885499999995,2240.3853,2315.3502000000003,166,2266.667,True,False,False,,,38.0,32,,,,
73,2348.1290999999997,2296.7458,2393.0708,170,2333.333,True,False,False,,,30.0,26,,,,
74,2422.6218,2374.5326,2464.2693999999997,175,2416.667,True,False,False,,,26.0,25,,,,
75,2489.5301,2445.6613,2526.9572999999996,179,2483.333,False,False,False,,,25.0,24,,,,
76,2549.0413499999995,2508.3479,2583.2931999999996,182,2533.333,False,False,False,,,24.0,24,,,,
77,2591.9505999999997,2564.6697,2612.7899,185,2583.333,False,False,False,,,24.0,24,,,,
78,2624.54895,2594.1800000000007,2648.4763,187,2616.667,False,False,False,,,24.0,24,,,,
79,2657.0517999999997,2629.8706000000006,2677.7913999999996,189,2650.0,False,False,False,,,24.0,24,,,,
80,2686.780149999999,2659.0816,2708.0371,191,2683.333,False,False,False,,,24.0,24,,,,
81,2715.5756000000006,2689.4005,2735.3091,192,2700.0,False,False,False,,,24.0,24,,,,
82,2743.7436000000002,2716.7322,2764.3133999999995,194,2733.333,False,False,False,,,24.0,24,,,,
83,2773.759049999999,2745.5942,2795.4823,196,2766.667,False,False,False,,,24.0,24,,,,
84,2806.0139999999997,2776.8719000000006,2828.7144999999996,198,2800.0,False,False,False,,,24.0,24,,,,
85,2835.8192999999997,2810.1096000000002,2855.0874,200,2833.333,False,False,False,,,24.0,24,,,,
86,2864.7332499999998,2836.4871000000007,2886.5377999999996,201,2850.0,False,False,False,,,24.0,24,,,,
87,2894.6906000000004,2867.8891,2915.0505,203,2883.333,False,False,False,,,24.0,24,,,,
88,2923.7433499999993,2896.3318000000004,2944.7133,205,2916.667,False,False,False,,,24.0,24,,,,
89,2956.963,2926.1782000000007,2981.3061999999995,207,2950.0,False,False,False,,,24.0,24,,,,
90,2986.75275,2962.587,3004.4769,209,2983.333,False,False,False,,,24.0,24,,,,
91,3014.057299999999,2985.757,3035.9159999999997,210,3000.0,False,False,False,,,24.0,24,,,,
92,3044.160549999999,3017.1937000000003,3064.6857999999997,212,3033.333,False,False,False,,,24.0,24,,,,
93,3073.624049999999,3046.0767,3094.7297999999996,214,3066.667,False,False,False,,,24.0,24,,,,
94,3105.2624,3076.2097,3127.8735,216,3100.0,False,False,False,,,24.0,24,,,,
95,3135.477949999999,3109.1620000000007,3155.3523,218,3133.333,False,False,False,,,24.0,24,,,,
96,3163.2750499999997,3136.7403,3183.3682000000003,219,3150.0,False,False,False,,,24.0,24,,,,
97,3192.9318,3164.6425999999997,3214.7794,221,3183.333,False,False,False,,,24.0,24,,,,
98,3224.1328500000004,3196.1677999999997,3245.6563,223,3216.667,False,False,False,,,24.0,24,,,,
99,3255.06105,3227.0583,3276.6222000000002,225,3250.0,False,False,False,,,24.0,24,,,,
100,3286.1914,3258.0332000000003,3307.908,227,3283.333,False,False,False,,,24.0,24,,,,
101,3315.0397,3289.3259000000003,3334.3119,228,3300.0,False,False,False,,,24.0,24,,,,
102,3344.4956000000006,3315.5877000000005,3366.9619,230,3333.333,False,False,False,,,24.0,24,,,,
103,3375.6577999999995,3348.2461,3396.6279,232,3366.667,False,False,False,,,24.0,24,,,,
104,3406.5224000000003,3378.0218,3428.5814000000005,234,3400.0,False,False,False,,,24.0,24,,,,
